form,source,event,outcome,motif,mechanics
DREAMWALK_CONTROLLER,NONE,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
DREAMWALK_CONTROLLER,NONE,AVATAR_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,NONE,BODY_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,NONE,VESSEL_FATAL,RETURN_WITH_WRATH,divine_wrath,A dead controlled vessel releases the living controller and invokes bounded divine wrath.
DREAMWALK_CONTROLLER,NONE,SOURCE_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
DREAMWALK_CONTROLLER,NONE,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
DREAMWALK_CONTROLLER,NONE,ENERGY_EXHAUSTED,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
DREAMWALK_CONTROLLER,NONE,SUPPRESSED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,NONE,EXPIRED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,NONE,TARGET_UNAVAILABLE,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,NONE,DIMENSION_INVALID,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,NONE,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,NONE,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,NONE,MANUAL_END,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,INNATE,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
DREAMWALK_CONTROLLER,INNATE,AVATAR_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,INNATE,BODY_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,INNATE,VESSEL_FATAL,RETURN_WITH_WRATH,divine_wrath,A dead controlled vessel releases the living controller and invokes bounded divine wrath.
DREAMWALK_CONTROLLER,INNATE,SOURCE_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
DREAMWALK_CONTROLLER,INNATE,POWER_LOST,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
DREAMWALK_CONTROLLER,INNATE,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
DREAMWALK_CONTROLLER,INNATE,SUPPRESSED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,INNATE,EXPIRED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,INNATE,TARGET_UNAVAILABLE,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,INNATE,DIMENSION_INVALID,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,INNATE,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,INNATE,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,INNATE,MANUAL_END,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,CRYSTAL,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
DREAMWALK_CONTROLLER,CRYSTAL,AVATAR_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,CRYSTAL,BODY_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,CRYSTAL,VESSEL_FATAL,RETURN_WITH_WRATH,divine_wrath,A dead controlled vessel releases the living controller and invokes bounded divine wrath.
DREAMWALK_CONTROLLER,CRYSTAL,SOURCE_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
DREAMWALK_CONTROLLER,CRYSTAL,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
DREAMWALK_CONTROLLER,CRYSTAL,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
DREAMWALK_CONTROLLER,CRYSTAL,SUPPRESSED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,CRYSTAL,EXPIRED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,CRYSTAL,TARGET_UNAVAILABLE,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,CRYSTAL,DIMENSION_INVALID,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,CRYSTAL,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,CRYSTAL,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,CRYSTAL,MANUAL_END,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,SPELL,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
DREAMWALK_CONTROLLER,SPELL,AVATAR_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,SPELL,BODY_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,SPELL,VESSEL_FATAL,RETURN_WITH_WRATH,divine_wrath,A dead controlled vessel releases the living controller and invokes bounded divine wrath.
DREAMWALK_CONTROLLER,SPELL,SOURCE_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
DREAMWALK_CONTROLLER,SPELL,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
DREAMWALK_CONTROLLER,SPELL,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
DREAMWALK_CONTROLLER,SPELL,SUPPRESSED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,SPELL,EXPIRED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,SPELL,TARGET_UNAVAILABLE,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,SPELL,DIMENSION_INVALID,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,SPELL,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,SPELL,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,SPELL,MANUAL_END,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,SHADOW_SWORD,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
DREAMWALK_CONTROLLER,SHADOW_SWORD,AVATAR_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,SHADOW_SWORD,BODY_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,SHADOW_SWORD,VESSEL_FATAL,RETURN_WITH_WRATH,divine_wrath,A dead controlled vessel releases the living controller and invokes bounded divine wrath.
DREAMWALK_CONTROLLER,SHADOW_SWORD,SOURCE_LOST,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
DREAMWALK_CONTROLLER,SHADOW_SWORD,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
DREAMWALK_CONTROLLER,SHADOW_SWORD,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
DREAMWALK_CONTROLLER,SHADOW_SWORD,SUPPRESSED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,SHADOW_SWORD,EXPIRED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,SHADOW_SWORD,TARGET_UNAVAILABLE,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,SHADOW_SWORD,DIMENSION_INVALID,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,SHADOW_SWORD,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,SHADOW_SWORD,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,SHADOW_SWORD,MANUAL_END,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,PARTISAN,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
DREAMWALK_CONTROLLER,PARTISAN,AVATAR_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,PARTISAN,BODY_FATAL,RETURN_AND_DIE,soul_recoil,The detached mind returns to its physical body before fatal damage and respawn.
DREAMWALK_CONTROLLER,PARTISAN,VESSEL_FATAL,RETURN_WITH_WRATH,divine_wrath,A dead controlled vessel releases the living controller and invokes bounded divine wrath.
DREAMWALK_CONTROLLER,PARTISAN,SOURCE_LOST,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
DREAMWALK_CONTROLLER,PARTISAN,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
DREAMWALK_CONTROLLER,PARTISAN,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
DREAMWALK_CONTROLLER,PARTISAN,SUPPRESSED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,PARTISAN,EXPIRED,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,PARTISAN,TARGET_UNAVAILABLE,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,PARTISAN,DIMENSION_INVALID,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
DREAMWALK_CONTROLLER,PARTISAN,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,PARTISAN,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
DREAMWALK_CONTROLLER,PARTISAN,MANUAL_END,RETURN_ONLY,soul_recall,The remote session closes and safely restores the recorded physical body.
SHADOW_HIDDEN,NONE,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
SHADOW_HIDDEN,NONE,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,NONE,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_HIDDEN,NONE,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,NONE,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,NONE,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,NONE,ENERGY_EXHAUSTED,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,NONE,SUPPRESSED,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,NONE,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,NONE,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,NONE,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,NONE,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,NONE,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,NONE,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,INNATE,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
SHADOW_HIDDEN,INNATE,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,INNATE,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_HIDDEN,INNATE,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,INNATE,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,INNATE,POWER_LOST,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_HIDDEN,INNATE,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_HIDDEN,INNATE,SUPPRESSED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_HIDDEN,INNATE,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,INNATE,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,INNATE,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,INNATE,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,INNATE,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,INNATE,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,CRYSTAL,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
SHADOW_HIDDEN,CRYSTAL,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,CRYSTAL,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_HIDDEN,CRYSTAL,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,CRYSTAL,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,CRYSTAL,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,CRYSTAL,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_HIDDEN,CRYSTAL,SUPPRESSED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_HIDDEN,CRYSTAL,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,CRYSTAL,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,CRYSTAL,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,CRYSTAL,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,CRYSTAL,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,CRYSTAL,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SPELL,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
SHADOW_HIDDEN,SPELL,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SPELL,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_HIDDEN,SPELL,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,SPELL,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SPELL,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,SPELL,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_HIDDEN,SPELL,SUPPRESSED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_HIDDEN,SPELL,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SPELL,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SPELL,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SPELL,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,SPELL,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,SPELL,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SHADOW_SWORD,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
SHADOW_HIDDEN,SHADOW_SWORD,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SHADOW_SWORD,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_HIDDEN,SHADOW_SWORD,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,SHADOW_SWORD,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SHADOW_SWORD,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,SHADOW_SWORD,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_HIDDEN,SHADOW_SWORD,SUPPRESSED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_HIDDEN,SHADOW_SWORD,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SHADOW_SWORD,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SHADOW_SWORD,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,SHADOW_SWORD,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,SHADOW_SWORD,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,SHADOW_SWORD,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,PARTISAN,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
SHADOW_HIDDEN,PARTISAN,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,PARTISAN,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_HIDDEN,PARTISAN,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,PARTISAN,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,PARTISAN,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_HIDDEN,PARTISAN,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_HIDDEN,PARTISAN,SUPPRESSED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_HIDDEN,PARTISAN,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,PARTISAN,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,PARTISAN,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_HIDDEN,PARTISAN,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,PARTISAN,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_HIDDEN,PARTISAN,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,NONE,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
SHADOW_REVEALED,NONE,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,NONE,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_REVEALED,NONE,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,NONE,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,NONE,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,NONE,ENERGY_EXHAUSTED,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,NONE,SUPPRESSED,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,NONE,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,NONE,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,NONE,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,NONE,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,NONE,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,NONE,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,INNATE,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
SHADOW_REVEALED,INNATE,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,INNATE,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_REVEALED,INNATE,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,INNATE,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,INNATE,POWER_LOST,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_REVEALED,INNATE,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_REVEALED,INNATE,SUPPRESSED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_REVEALED,INNATE,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,INNATE,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,INNATE,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,INNATE,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,INNATE,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,INNATE,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,CRYSTAL,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
